"Control_1"	"Control_2"	"Control_3"	"Control_4"	"Du_1"	"Du_2"	"Du_3"	"Du_4"	"name"
"D9R4Y6"	NA	NA	NA	NA	NA	NA	153670	232270	"D9R4Y6_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2524 PE=4 SV=1"
"D9R4Y7"	NA	NA	NA	1375100	537280	9900900	NA	NA	"D9R4Y7_CLOSW Desulfoferrodoxin ferrous iron-binding region OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2525 PE=4 SV=1"
"D9R4Z2"	NA	NA	NA	NA	200170	NA	227300	99150	"D9R4Z2_CLOSW Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain I OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2530 PE=3 SV=1"
"D9R4Z4"	NA	156630	53589	NA	262370	135570	294760	143020	"D9R4Z4_CLOSW ABC transporter related protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2532 PE=4 SV=1"
"D9R4Z5"	590030	790620	575980	1067100	1765600	NA	4099100	2992900	"D9R4Z5_CLOSW Extracellular solute-binding protein family 1 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2533 PE=4 SV=1"
"D9R4Z7"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R4Z7_CLOSW ABC transporter related protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2535 PE=4 SV=1"
"D9R4Z9"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R4Z9_CLOSW Extracellular solute-binding protein family 3 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2537 PE=4 SV=1"
"D9R511"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R511_CLOSW Transcriptional regulator, Crp/Fnr family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2550 PE=4 SV=1"
"D9R514"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R514_CLOSW Methyl-accepting chemotaxis sensory transducer OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2553 PE=4 SV=1"
"D9R536"	NA	NA	NA	NA	1164200	NA	NA	927920	"D9R536_CLOSW Copper ion binding protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2577 PE=4 SV=1"
"D9R537"	NA	101730	69672	153570	NA	NA	NA	NA	"D9R537_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2578 PE=4 SV=1"
"D9R538"	35670	84566	56412	129880	NA	69171	86247	37522	"D9R538_CLOSW Copper-translocating P-type ATPase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2579 PE=3 SV=1"
"D9R543"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R543_CLOSW CheC domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2584 PE=4 SV=1"
"D9R545"	NA	NA	NA	NA	311530	603380	782660	656430	"D9R545_CLOSW Shikimate kinase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=aroK PE=3 SV=1"
"D9R551"	43554	179150	81550	282590	3367800	3624400	5832400	4985200	"D9R551_CLOSW Aminotransferase class I and II OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2592 PE=3 SV=1"
"D9R552"	268330	959670	353340	1264000	4095300	6998900	10745000	6334900	"D9R552_CLOSW Methyltransferase type 11 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2593 PE=4 SV=1"
"D9R564"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R564_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2605 PE=4 SV=1"
"D9R577"	NA	NA	NA	NA	246320	143430	837340	153490	"D9R577_CLOSW Serine hydroxymethyltransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=glyA PE=3 SV=1"
"D9R580"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R580_CLOSW Molybdopterin dehydrogenase FAD-binding protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0658 PE=4 SV=1"
"D9R582"	NA	NA	NA	59332	27256	NA	64756	NA	"D9R582_CLOSW Aldehyde oxidase and xanthine dehydrogenase molybdopterin binding protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0660 PE=4 SV=1"
"D9R583"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R583_CLOSW ABC transporter related protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0661 PE=4 SV=1"
"D9R585"	119520	124660	NA	139120	130370	136270	1433900	NA	"D9R585_CLOSW Efflux transporter, RND family, MFP subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0663 PE=4 SV=1"
"D9R589"	85247	106660	94162	152240	1086500	1151500	2320900	1688100	"D9R589_CLOSW CoA-substrate-specific enzyme activase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0667 PE=4 SV=1"
"D9R590"	NA	97100	54444	NA	NA	NA	NA	NA	"D9R590_CLOSW Mg2 transporter protein CorA family protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0668 PE=4 SV=1"
"D9R591"	137770	NA	NA	NA	NA	NA	NA	NA	"D9R591_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0669 PE=4 SV=1"
"D9R592"	NA	NA	NA	123530	NA	NA	302010	NA	"D9R592_CLOSW Pyruvate kinase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0670 PE=3 SV=1"
"D9R596"	1070300	2109900	666280	1920500	5907300	10902000	10867000	10509000	"D9R596_CLOSW Protein RecA OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=recA PE=3 SV=1"
"D9R598"	1364900	1493200	1081200	1901900	1147900	2602500	2464000	2879900	"D9R598_CLOSW Ribonuclease Y OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=rny PE=3 SV=1"
"D9R599"	NA	NA	NA	NA	NA	NA	76595	NA	"D9R599_CLOSW Peptidase S11 D-alanyl-D-alanine carboxypeptidase 1 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0677 PE=3 SV=1"
"D9R5A1"	NA	NA	NA	NA	109520	NA	449150	NA	"D9R5A1_CLOSW ATPase BadF/BadG/BcrA/BcrD type OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0680 PE=4 SV=1"
"D9R5A7"	NA	NA	249160	NA	NA	NA	NA	NA	"D9R5A7_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0686 PE=4 SV=1"
"D9R5E1"	273230	280280	256930	281020	214930	93359	219360	165580	"D9R5E1_CLOSW Band 7 protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0721 PE=4 SV=1"
"D9R5F3"	767750	954930	366620	1359500	1402900	4208100	4642900	8696500	"D9R5F3_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0734 PE=4 SV=1"
"D9R5F7"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R5F7_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0738 PE=4 SV=1"
"D9R5H6"	NA	NA	NA	NA	NA	212880	234210	NA	"D9R5H6_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0757 PE=4 SV=1"
"D9R5I4"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R5I4_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0765 PE=4 SV=1"
"D9R5I5"	736510	1239400	707290	1325200	124310	469680	279000	774520	"D9R5I5_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0766 PE=4 SV=1"
"D9R5K4"	NA	NA	NA	30841	282980	239240	1150200	483690	"D9R5K4_CLOSW Aminotransferase class I and II OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2622 PE=4 SV=1"
"D9R5K8"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R5K8_CLOSW Carbonic anhydrase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2626 PE=3 SV=1"
"D9R5K9"	NA	NA	NA	NA	NA	NA	51856	NA	"D9R5K9_CLOSW Methionine-R-sulfoxide reductase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2627 PE=3 SV=1"
"D9R5L1"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R5L1_CLOSW Putative 3-methyladenine DNA glycosylase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2629 PE=3 SV=1"
"D9R5L5"	NA	NA	NA	NA	182780	NA	NA	NA	"D9R5L5_CLOSW Aspartate racemase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2633 PE=4 SV=1"
"D9R5N3"	615310	637620	484550	1456600	2734700	4442200	3533600	2803100	"D9R5N3_CLOSW Dinitrogenase iron-molybdenum cofactor biosynthesis protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2654 PE=4 SV=1"
"D9R5P1"	164850	293190	174760	237850	3693500	6590200	6762100	6546300	"D9R5P1_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2665 PE=4 SV=1"
"D9R5P9"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R5P9_CLOSW Transcriptional regulator, BadM/Rrf2 family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2673 PE=4 SV=1"
"D9R5Q8"	NA	NA	NA	NA	NA	NA	NA	20043	"D9R5Q8_CLOSW Arsenite-activated ATPase ArsA OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2682 PE=4 SV=1"
"D9R5R7"	NA	NA	NA	120340	142890	324890	163410	512350	"D9R5R7_CLOSW Alpha/beta hydrolase fold protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2691 PE=4 SV=1"
"D9R5S3"	NA	NA	NA	NA	576540	NA	NA	NA	"D9R5S3_CLOSW Rifampin ADP-ribosylating transferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2697 PE=4 SV=1"
"D9R5T6"	NA	NA	NA	504520	718960	738520	2050300	1677300	"D9R5T6_CLOSW FAD-dependent pyridine nucleotide-disulfide oxidoreductase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2714 PE=4 SV=1"
"D9R5T7"	NA	NA	NA	NA	1022600	817570	1477500	1008500	"D9R5T7_CLOSW Nitrogen-fixing NifU domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2715 PE=4 SV=1"
"D9R5T8"	665590	NA	811970	316750	9173500	21491000	12312000	24343000	"D9R5T8_CLOSW Iron-sulfur cluster carrier protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2716 PE=3 SV=1"
"D9R5U0"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R5U0_CLOSW Nitrogen-fixing NifU domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2718 PE=4 SV=1"
"D9R5U2"	293970	474090	318430	527990	2916400	3319800	7929600	5283200	"D9R5U2_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2720 PE=4 SV=1"
"D9R5U4"	285030	316790	208180	724610	812340	3416300	2216200	2743900	"D9R5U4_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2722 PE=4 SV=1"
"D9R5U6"	668500	479230	698490	1071200	4449700	8681000	6389200	8187400	"D9R5U6_CLOSW Dinitrogenase iron-molybdenum cofactor biosynthesis protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2729 PE=4 SV=1"
"D9R5U7"	619530	967510	880420	2066300	10536000	9803900	17157000	18050000	"D9R5U7_CLOSW CobQ/CobB/MinD/ParA family protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2730 PE=4 SV=1"
"D9R5U8"	1371500	2079300	1280100	2167400	3528000	4995600	8029400	8487900	"D9R5U8_CLOSW Dinitrogenase iron-molybdenum cofactor biosynthesis protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2731 PE=4 SV=1"
"D9R5U9"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R5U9_CLOSW S-adenosylmethionine synthase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=metK PE=3 SV=1"
"D9R5W1"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R5W1_CLOSW Redox-active disulfide protein 2 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2752 PE=4 SV=1"
"D9R5W2"	NA	NA	NA	NA	206740	298560	712180	NA	"D9R5W2_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2753 PE=4 SV=1"
"D9R5W7"	28264	NA	NA	36978	NA	NA	NA	NA	"D9R5W7_CLOSW Diguanylate cyclase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2758 PE=4 SV=1"
"D9R5W8"	NA	776770	NA	NA	NA	NA	1662300	NA	"D9R5W8_CLOSW Hemerythrin-like metal-binding protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2759 PE=4 SV=1"
"D9R5W9"	NA	24962	NA	26034	43302	37592	NA	NA	"D9R5W9_CLOSW Diguanylate cyclase and metal dependent phosphohydrolase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2760 PE=4 SV=1"
"D9R5X1"	3924900	3794400	4218000	5473100	5237400	7530800	8263400	7556900	"D9R5X1_CLOSW HflK protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0780 PE=4 SV=1"
"D9R5X2"	1903100	2859700	1584000	3130700	2715800	2122300	3397900	2500700	"D9R5X2_CLOSW Protein HflC OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0781 PE=3 SV=1"
"D9R5X3"	205670	271580	294340	497910	3113600	1914900	6975300	2016500	"D9R5X3_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0782 PE=4 SV=1"
"D9R5X7"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R5X7_CLOSW Cation diffusion facilitator family transporter OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0786 PE=4 SV=1"
"D9R5Y1"	NA	NA	NA	NA	NA	387220	215810	NA	"D9R5Y1_CLOSW RNA binding S1 domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0791 PE=4 SV=1"
"D9R5Y3"	8835000	12626000	8014000	18353000	18177000	39025000	34472000	38525000	"D9R5Y3_CLOSW ABC transporter related protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0793 PE=4 SV=1"
"D9R5Y4"	NA	NA	165070	326800	810730	675640	1549200	1016700	"D9R5Y4_CLOSW Transcriptional regulator, CdaR OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0794 PE=4 SV=1;tr"
"D9R5Y5"	44969	NA	NA	109930	188660	433860	206320	NA	"D9R5Y5_CLOSW Cell division ATP-binding protein FtsE OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0795 PE=4 SV=1"
"D9R5Y6"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R5Y6_CLOSW Cell division protein FtsX OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0796 PE=3 SV=1"
"D9R5Y7"	172420	230410	76154	332540	101690	198880	360320	262670	"D9R5Y7_CLOSW Carboxyl-terminal protease OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0798 PE=3 SV=1"
"D9R5Y9"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R5Y9_CLOSW UvrABC system protein B OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=uvrB PE=3 SV=1"
"D9R5Z1"	NA	77022	NA	89056	NA	NA	148520	NA	"D9R5Z1_CLOSW Ferrous iron transport protein B OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0802 PE=3 SV=1"
"D9R5Z7"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R5Z7_CLOSW Radical SAM domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0808 PE=4 SV=1"
"D9R5Z9"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R5Z9_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0811 PE=4 SV=1"
"D9R600"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R600_CLOSW S-adenosylmethionine:tRNA ribosyltransferase-isomerase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=queA PE=3 SV=1"
"D9R603"	566480	159110	167750	4745000	2369000	1346700	5213100	2568000	"D9R603_CLOSW Iron-containing alcohol dehydrogenase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0815 PE=4 SV=1"
"D9R607"	NA	21175	NA	32332	NA	NA	NA	NA	"D9R607_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0819 PE=4 SV=1"
"D9R608"	NA	NA	NA	NA	196700	NA	599370	NA	"D9R608_CLOSW Argininosuccinate lyase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=argH PE=3 SV=1"
"D9R609"	NA	NA	NA	62789	NA	NA	289720	390880	"D9R609_CLOSW Extracellular solute-binding protein, family 7 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0821 PE=4 SV=1"
"D9R613"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R613_CLOSW L-serine dehydratase, iron-sulfur-dependent, alpha subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0825 PE=4 SV=1"
"D9R615"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R615_CLOSW Histidinol phosphate phosphatase HisJ family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0827 PE=4 SV=1"
"D9R616"	378180	565510	330160	943070	1136800	1414900	1815900	1481300	"D9R616_CLOSW Na/Pi-cotransporter II-related protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0828 PE=4 SV=1"
"D9R617"	2086700	539820	488960	18635000	14356000	1761200	5817400	5457200	"D9R617_CLOSW Glyceraldehyde-3-phosphate dehydrogenase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0829 PE=3 SV=1"
"D9R618"	223730	73423	NA	1810700	1455100	529070	1913000	1429400	"D9R618_CLOSW Phosphoglycerate kinase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=pgk PE=3 SV=1"
"D9R619"	120870	NA	NA	2391800	993720	NA	NA	NA	"D9R619_CLOSW Triosephosphate isomerase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=tpiA PE=3 SV=1"
"D9R620"	NA	NA	NA	284340	NA	NA	NA	NA	"D9R620_CLOSW 2,3-bisphosphoglycerate-independent phosphoglycerate mutase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=gpmI PE=3 SV=1"
"D9R621"	128750	358220	281900	521870	416610	1362900	1760200	1054500	"D9R621_CLOSW ABC transporter related protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0834 PE=4 SV=1"
"D9R622"	216210	315290	NA	409140	1859300	1714400	2656000	1810800	"D9R622_CLOSW DegV family protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0835 PE=4 SV=1"
"D9R624"	NA	NA	NA	106790	NA	NA	NA	NA	"D9R624_CLOSW Lipoprotein LpqB, GerMN domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0837 PE=4 SV=1"
"D9R626"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R626_CLOSW DNA polymerase III, delta subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0839 PE=4 SV=1"
"D9R634"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R634_CLOSW Major tail tube protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0847 PE=4 SV=1"
"D9R652"	105190	149490	96061	199520	546600	1067300	1586400	1419400	"D9R652_CLOSW Extracellular solute-binding protein family 1 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0867 PE=4 SV=1"
"D9R658"	3092800	5846000	NA	8537100	12286000	23361000	33768000	18325000	"D9R658_CLOSW 30S ribosomal protein S20 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=rpsT PE=3 SV=1"
"D9R661"	20790	107600	NA	144010	568820	767920	737050	733880	"D9R661_CLOSW Elongation factor 4 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=lepA PE=3 SV=1"
"D9R665"	NA	NA	NA	NA	169460	NA	113460	375770	"D9R665_CLOSW Heat-inducible transcription repressor HrcA OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=hrcA PE=3 SV=1"
"D9R667"	3024300	6281900	7304700	22880000	14014000	21656000	16885000	14812000	"D9R667_CLOSW Chaperone protein DnaK OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=dnaK PE=2 SV=1"
"D9R668"	205300	208280	228480	1500500	1129500	3296500	2935300	2874800	"D9R668_CLOSW Chaperone protein DnaJ OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=dnaJ PE=3 SV=1"
"D9R671"	142880	NA	85451	147960	375740	1314900	1789800	481140	"D9R671_CLOSW Ribosomal protein L11 methyltransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=prmA PE=3 SV=1"
"D9R673"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R673_CLOSW Cysteine desulfurase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0888 PE=3 SV=1"
"D9R674"	NA	NA	NA	NA	NA	104690	218110	NA	"D9R674_CLOSW Probable tRNA sulfurtransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=thiI PE=3 SV=1"
"D9R675"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R675_CLOSW Phosphotransferase system, phosphocarrier protein HPr OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0890 PE=4 SV=1"
"D9R681"	NA	NA	NA	NA	343510	1197200	1106800	107730	"D9R681_CLOSW RNA-metabolising metallo-beta-lactamase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0896 PE=3 SV=1"
"D9R687"	NA	NA	NA	NA	NA	NA	56767	NA	"D9R687_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0902 PE=4 SV=1"
"D9R689"	NA	NA	NA	NA	NA	NA	350380	273670	"D9R689_CLOSW GTPase Era OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=era PE=3 SV=1;tr"
"D9R692"	NA	186520	207230	214690	806760	929630	2508900	1059700	"D9R692_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0907 PE=4 SV=1"
