Entry	Entry name	Protein names	Gene names	Organism	EC number	Function [CC]	Pathway	Annotation	Site	Gene ontology (GO)	Gene ontology (biological process)
D9R0N1	D9R0N1_CLOSW	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase)	fabZ Closa_0037	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	4.2.1.59	FUNCTION: Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs. {ECO:0000256|HAMAP-Rule:MF_00406, ECO:0000256|SAAS:SAAS00064865}.		2 out of 5		cytoplasm [GO:0005737]; (3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity [GO:0008659]; 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity [GO:0047451]; fatty acid biosynthetic process [GO:0006633]; lipid A biosynthetic process [GO:0009245]	fatty acid biosynthetic process [GO:0006633]; lipid A biosynthetic process [GO:0009245]
D9R040	D9R040_CLOSW	Ribose import ATP-binding protein RbsA (EC 3.6.3.17)	rbsA Closa_1912	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.6.3.17	FUNCTION: Part of the ABC transporter complex RbsABC involved in ribose import. Responsible for energy coupling to the transport system. {ECO:0000256|HAMAP-Rule:MF_01716}.		2 out of 5		plasma membrane [GO:0005886]; ATP binding [GO:0005524]; D-ribose transmembrane transporter activity [GO:0015591]; monosaccharide-transporting ATPase activity [GO:0015407]	
D9R7Q9	D9R7Q9_CLOSW	Ribose import ATP-binding protein RbsA (EC 3.6.3.17)	rbsA Closa_3030	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.6.3.17	FUNCTION: Part of the ABC transporter complex RbsABC involved in ribose import. Responsible for energy coupling to the transport system. {ECO:0000256|HAMAP-Rule:MF_01716}.		2 out of 5		plasma membrane [GO:0005886]; ATP binding [GO:0005524]; D-ribose transmembrane transporter activity [GO:0015591]; monosaccharide-transporting ATPase activity [GO:0015407]	
D9RAA6	D9RAA6_CLOSW	Alanine racemase (EC 5.1.1.1)	Closa_1587	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	5.1.1.1	FUNCTION: Catalyzes the interconversion of L-alanine and D-alanine. May also act on other amino acids. {ECO:0000256|HAMAP-Rule:MF_01201}.	PATHWAY: Amino-acid biosynthesis; D-alanine biosynthesis; D-alanine from L-alanine: step 1/1. {ECO:0000256|HAMAP-Rule:MF_01201}.	2 out of 5		alanine racemase activity [GO:0008784]; pyridoxal phosphate binding [GO:0030170]; D-alanine biosynthetic process [GO:0030632]	D-alanine biosynthetic process [GO:0030632]
D9R8I3	D9R8I3_CLOSW	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)	ribH Closa_3182	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.5.1.78	FUNCTION: Catalyzes the formation of 6,7-dimethyl-8-ribityllumazine by condensation of 5-amino-6-(D-ribitylamino)uracil with 3,4-dihydroxy-2-butanone 4-phosphate. This is the penultimate step in the biosynthesis of riboflavin. {ECO:0000256|HAMAP-Rule:MF_00178, ECO:0000256|SAAS:SAAS01078298}.	PATHWAY: Cofactor biosynthesis; riboflavin biosynthesis; riboflavin from 2-hydroxy-3-oxobutyl phosphate and 5-amino-6-(D-ribitylamino)uracil: step 1/2. {ECO:0000256|HAMAP-Rule:MF_00178, ECO:0000256|SAAS:SAAS01078315}.	2 out of 5		riboflavin synthase complex [GO:0009349]; 6,7-dimethyl-8-ribityllumazine synthase activity [GO:0000906]; riboflavin biosynthetic process [GO:0009231]	riboflavin biosynthetic process [GO:0009231]
D9R7C9	D9R7C9_CLOSW	Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C)	moaC Closa_1041	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	4.6.1.17	FUNCTION: Catalyzes the conversion of (8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate to cyclic pyranopterin monophosphate (cPMP). {ECO:0000256|HAMAP-Rule:MF_01224}.	PATHWAY: Cofactor biosynthesis; molybdopterin biosynthesis. {ECO:0000256|HAMAP-Rule:MF_01224, ECO:0000256|SAAS:SAAS00100831}.	2 out of 5		cyclic pyranopterin monophosphate synthase activity [GO:0061799]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]
D9RA40	D9RA40_CLOSW	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17) (5-keto-4-deoxyuronate isomerase) (DKI isomerase)	kduI Closa_3486	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	5.3.1.17	FUNCTION: Catalyzes the isomerization of 5-dehydro-4-deoxy-D-glucuronate to 3-deoxy-D-glycero-2,5-hexodiulosonate. {ECO:0000256|HAMAP-Rule:MF_00687, ECO:0000256|SAAS:SAAS00959317}.	PATHWAY: Glycan metabolism; pectin degradation; 2-dehydro-3-deoxy-D-gluconate from pectin: step 4/5. {ECO:0000256|HAMAP-Rule:MF_00687, ECO:0000256|SAAS:SAAS00959316}.	2 out of 5		4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity [GO:0008697]; zinc ion binding [GO:0008270]; pectin catabolic process [GO:0045490]	pectin catabolic process [GO:0045490]
D9R6P3	D9R6P3_CLOSW	Probable transaldolase (EC 2.2.1.2)	tal Closa_0930	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.2.1.2	FUNCTION: Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway. {ECO:0000256|HAMAP-Rule:MF_00494, ECO:0000256|SAAS:SAAS00709741}.	PATHWAY: Carbohydrate degradation; pentose phosphate pathway; D-glyceraldehyde 3-phosphate and beta-D-fructose 6-phosphate from D-ribose 5-phosphate and D-xylulose 5-phosphate (non-oxidative stage): step 2/3. {ECO:0000256|HAMAP-Rule:MF_00494, ECO:0000256|SAAS:SAAS00118684}.	2 out of 5		cytoplasm [GO:0005737]; aldehyde-lyase activity [GO:0016832]; sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity [GO:0004801]; carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098]	carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098]
D9R2J3	D9R2J3_CLOSW	S-ribosylhomocysteine lyase (EC 4.4.1.21) (AI-2 synthesis protein) (Autoinducer-2 production protein LuxS)	luxS Closa_4109	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	4.4.1.21	FUNCTION: Involved in the synthesis of autoinducer 2 (AI-2) which is secreted by bacteria and is used to communicate both the cell density and the metabolic potential of the environment. The regulation of gene expression in response to changes in cell density is called quorum sensing. Catalyzes the transformation of S-ribosylhomocysteine (RHC) to homocysteine (HC) and 4,5-dihydroxy-2,3-pentadione (DPD). {ECO:0000256|HAMAP-Rule:MF_00091, ECO:0000256|SAAS:SAAS00963003}.		2 out of 5		iron ion binding [GO:0005506]; S-ribosylhomocysteine lyase activity [GO:0043768]; quorum sensing [GO:0009372]	quorum sensing [GO:0009372]
D9RAK3	D9RAK3_CLOSW	Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	leuS Closa_1685	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	6.1.1.4			2 out of 5		cytoplasm [GO:0005737]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; leucine-tRNA ligase activity [GO:0004823]; leucyl-tRNA aminoacylation [GO:0006429]	leucyl-tRNA aminoacylation [GO:0006429]
D9R1P8	D9R1P8_CLOSW	tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase)	tilS Closa_4062	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	6.3.4.19	FUNCTION: Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine. {ECO:0000256|HAMAP-Rule:MF_01161, ECO:0000256|SAAS:SAAS00557872}.		2 out of 5		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]; tRNA modification [GO:0006400]	tRNA modification [GO:0006400]
D9R9N2	D9R9N2_CLOSW	Probable transaldolase (EC 2.2.1.2)	tal Closa_1484	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.2.1.2	FUNCTION: Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway. {ECO:0000256|HAMAP-Rule:MF_00494, ECO:0000256|SAAS:SAAS00709741}.	PATHWAY: Carbohydrate degradation; pentose phosphate pathway; D-glyceraldehyde 3-phosphate and beta-D-fructose 6-phosphate from D-ribose 5-phosphate and D-xylulose 5-phosphate (non-oxidative stage): step 2/3. {ECO:0000256|HAMAP-Rule:MF_00494, ECO:0000256|SAAS:SAAS00118684}.	2 out of 5		cytoplasm [GO:0005737]; aldehyde-lyase activity [GO:0016832]; sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity [GO:0004801]; carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098]	carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098]
D9RAT7	D9RAT7_CLOSW	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt Closa_3611	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.4.2.7	FUNCTION: Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis. {ECO:0000256|HAMAP-Rule:MF_00004, ECO:0000256|SAAS:SAAS01090470}.	PATHWAY: Purine metabolism; AMP biosynthesis via salvage pathway; AMP from adenine: step 1/1. {ECO:0000256|HAMAP-Rule:MF_00004, ECO:0000256|SAAS:SAAS01090473}.	2 out of 5		cytoplasm [GO:0005737]; adenine phosphoribosyltransferase activity [GO:0003999]; adenine salvage [GO:0006168]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166]	adenine salvage [GO:0006168]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166]
D9R235	D9R235_CLOSW	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	trmD Closa_2106	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.1.1.228	FUNCTION: Specifically methylates guanosine-37 in various tRNAs. {ECO:0000256|HAMAP-Rule:MF_00605, ECO:0000256|RuleBase:RU003464, ECO:0000256|SAAS:SAAS01081791}.		2 out of 5		cytoplasm [GO:0005737]; tRNA (guanine(37)-N(1))-methyltransferase activity [GO:0052906]	
D9R013	D9R013_CLOSW	Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	coaE Closa_1884	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.7.1.24	FUNCTION: Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A. {ECO:0000256|HAMAP-Rule:MF_00376}.	PATHWAY: Cofactor biosynthesis; coenzyme A biosynthesis; CoA from (R)-pantothenate: step 5/5. {ECO:0000256|HAMAP-Rule:MF_00376}.	2 out of 5		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; dephospho-CoA kinase activity [GO:0004140]; coenzyme A biosynthetic process [GO:0015937]	coenzyme A biosynthetic process [GO:0015937]
D9R367	D9R367_CLOSW	Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)	ruvA Closa_2238	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.6.4.12	FUNCTION: The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB. {ECO:0000256|HAMAP-Rule:MF_00031, ECO:0000256|SAAS:SAAS01087604}.		2 out of 5		Holliday junction helicase complex [GO:0009379]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; four-way junction helicase activity [GO:0009378]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; SOS response [GO:0009432]	DNA recombination [GO:0006310]; DNA repair [GO:0006281]; SOS response [GO:0009432]
D9RAY1	D9RAY1_CLOSW	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	ilvD Closa_3656	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	4.2.1.9		PATHWAY: Amino-acid biosynthesis; L-isoleucine biosynthesis; L-isoleucine from 2-oxobutanoate: step 3/4. {ECO:0000256|HAMAP-Rule:MF_00012, ECO:0000256|SAAS:SAAS00943826}.; PATHWAY: Amino-acid biosynthesis; L-valine biosynthesis; L-valine from pyruvate: step 3/4. {ECO:0000256|HAMAP-Rule:MF_00012, ECO:0000256|SAAS:SAAS00943830}.	2 out of 5		4 iron, 4 sulfur cluster binding [GO:0051539]; dihydroxy-acid dehydratase activity [GO:0004160]; metal ion binding [GO:0046872]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]	isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]
D9R201	TPL_CLOSW	Tyrosine phenol-lyase (EC 4.1.99.2) (Beta-tyrosinase)	tpl Closa_0252	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	4.1.99.2			2 out of 5		tyrosine phenol-lyase activity [GO:0050371]; tyrosine metabolic process [GO:0006570]	tyrosine metabolic process [GO:0006570]
D9R228	D9R228_CLOSW	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	Closa_2099	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.7.6.1			1 out of 5		kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]; nucleoside metabolic process [GO:0009116]; nucleotide biosynthetic process [GO:0009165]	nucleoside metabolic process [GO:0009116]; nucleotide biosynthetic process [GO:0009165]
D9QZY8	D9QZY8_CLOSW	Isoprenyl transferase (EC 2.5.1.-)	Closa_1856	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.5.1.-	FUNCTION: Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids. {ECO:0000256|HAMAP-Rule:MF_01139}.		2 out of 5		magnesium ion binding [GO:0000287]; prenyltransferase activity [GO:0004659]	
D9R3R8	D9R3R8_CLOSW	Ribosomal RNA small subunit methyltransferase G (EC 2.1.1.-) (16S rRNA 7-methylguanosine methyltransferase) (16S rRNA m7G methyltransferase)	rsmG Closa_4293	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.1.1.-	FUNCTION: Specifically methylates the N7 position of a guanine in 16S rRNA. {ECO:0000256|HAMAP-Rule:MF_00074}.		2 out of 5		cytoplasm [GO:0005737]; rRNA (guanine-N7-)-methyltransferase activity [GO:0070043]	
D9R301	D9R301_CLOSW	Aminotransferase (EC 2.6.1.-)	Closa_0354	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.6.1.-			2 out of 5		pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; biosynthetic process [GO:0009058]	biosynthetic process [GO:0009058]
D9QZD4	D9QZD4_CLOSW	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	Closa_1802	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.5.99.7			1 out of 5		1-aminocyclopropane-1-carboxylate deaminase activity [GO:0008660]	
D9R0B9	D9R0B9_CLOSW	UDP-galactopyranose mutase (EC 5.4.99.9)	Closa_3832	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	5.4.99.9			1 out of 5		UDP-galactopyranose mutase activity [GO:0008767]	
D9R145	D9R145_CLOSW	Amidase, hydantoinase/carbamoylase family (EC 3.5.1.87)	Closa_2013	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.5.1.87			1 out of 5		hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines [GO:0016813]; N-carbamoyl-L-amino-acid hydrolase activity [GO:0050538]	
D9R9B8	D9R9B8_CLOSW	Beta-lactamase (EC 3.5.2.6)	Closa_3340	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.5.2.6			1 out of 5		integral component of membrane [GO:0016021]; beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]	
D9R2K8	D9R2K8_CLOSW	ABC transporter ATP-binding protein (EC 3.6.3.-)	Closa_4126	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.6.3.-	FUNCTION: Part of an ABC transporter complex. Responsible for energy coupling to the transport system. {ECO:0000256|RuleBase:RU364103}.		2 out of 5		plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; cobalt ion transport [GO:0006824]	cobalt ion transport [GO:0006824]
D9R4M2	D9R4M2_CLOSW	Undecaprenyl-phosphate glucose phosphotransferase (EC 2.7.8.6)	Closa_0578	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.7.8.6			1 out of 5		integral component of membrane [GO:0016021]; undecaprenyl-phosphate galactose phosphotransferase activity [GO:0047360]	
D9R556	D9R556_CLOSW	Hyaluronate lyase (EC 4.2.2.1)	Closa_2597	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	4.2.2.1			2 out of 5		extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; hyaluronate lyase activity [GO:0030340]; hydrolase activity [GO:0016787]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]
D9RAY7	D9RAY7_CLOSW	DNA-(Apurinic or apyrimidinic site) lyase (EC 4.2.99.18)	Closa_3662	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	4.2.99.18			1 out of 5		class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; oxidized purine nucleobase lesion DNA N-glycosylase activity [GO:0008534]; base-excision repair [GO:0006284]; nucleotide-excision repair [GO:0006289]	base-excision repair [GO:0006284]; nucleotide-excision repair [GO:0006289]
D9RAR9	D9RAR9_CLOSW	Histidine--tRNA ligase (EC 6.1.1.21)	Closa_3592	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	6.1.1.21			1 out of 5		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; histidine-tRNA ligase activity [GO:0004821]; histidyl-tRNA aminoacylation [GO:0006427]	histidyl-tRNA aminoacylation [GO:0006427]
D9R7I0	D9R7I0_CLOSW	Altronate dehydratase (EC 4.2.1.7)	Closa_1093	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	4.2.1.7			1 out of 5		altronate dehydratase activity [GO:0008789]	
D9R9V3	D9R9V3_CLOSW	FolC bifunctional protein (EC 6.3.2.17)	Closa_1556	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	6.3.2.17			1 out of 5		ATP binding [GO:0005524]; tetrahydrofolylpolyglutamate synthase activity [GO:0004326]	
D9R797	D9R797_CLOSW	Acid sugar phosphatase (EC 3.1.3.-)	Closa_2995	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.1.3.-	FUNCTION: Catalyzes the dephosphorylation of 2-6 carbon acid sugars in vitro. {ECO:0000256|PIRNR:PIRNR000915}.		2 out of 5		hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]	
D9R7B3	D9R7B3_CLOSW	CoA-substrate-specific enzyme activase (EC 1.3.7.8)	Closa_3012	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	1.3.7.8			1 out of 5		benzoyl-CoA reductase activity [GO:0018522]	
D9RAP4	D9RAP4_CLOSW	Arsenite-activated ATPase ArsA (EC 3.6.3.16)	Closa_3567	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.6.3.16			1 out of 5		ATP binding [GO:0005524]; ATPase-coupled arsenite transmembrane transporter activity [GO:0015446]; detoxification of arsenic-containing substance [GO:0071722]	detoxification of arsenic-containing substance [GO:0071722]
D9R433	D9R433_CLOSW	Penicillin amidase (EC 3.5.1.11)	Closa_0510	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.5.1.11			1 out of 5		penicillin amidase activity [GO:0008953]	
